coordinates	refseqid	gene	circn	hallm	biom_desc	run_hal01_test1a	run_697_r_test1a	run_hal01_r_test1a	run_hal01_r_test1c	run_hal01_test1c	run_hal01_test1d	run_hal01_test1b	run_697_r_test1c	run_hal01_r_test1b	run_697_test1c	run_697_r_test1b	run_697_test1e	run_697_r_test1d	run_hal01_r_test1d	run_697_test1a	run_697_test1d	
chr1:32653554-32655850	NM_175852	TXLNA	hsa_circ_0003238	_KRAS_SIGNALING_UP	taxilin_alpha_	0	0	9	9	0	0	0	0	9	0	0	0	0	9	0	0
chr13:26873703-26911779	NM_001260	CDK8	unknown	_APICAL_JUNCTION	cyclin_dependent_kinase_8_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:26898908-26911779	NM_001260	CDK8	unknown	_APICAL_JUNCTION	cyclin_dependent_kinase_8_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:32745271-32745811	NM_005356	LCK	hsa_circ_0011399	_PI3K_AKT_MTOR_SIGNALING	LCK_proto-oncogene,_Src_family_tyrosine_kinase_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:28141776-28155940	NM_153371	LNX2	hsa_circ_0000468	_PI3K_AKT_MTOR_SIGNALING	ligand_of_numb-protein_X_2_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:28155433-28155940	NM_153371	LNX2	hsa_circ_0029827	_PI3K_AKT_MTOR_SIGNALING	ligand_of_numb-protein_X_2_	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr13:28588588-28597614	NM_004119	FLT3	unknown	_PI3K_AKT_MTOR_SIGNALING	fms_related_tyrosine_kinase_3_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:28592603-28602425	NM_004119	FLT3	unknown	_PI3K_AKT_MTOR_SIGNALING	fms_related_tyrosine_kinase_3_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:28622411-28624359	NM_004119	FLT3	unknown	_PI3K_AKT_MTOR_SIGNALING	fms_related_tyrosine_kinase_3_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr13:28750629-28752072	NM_175854	PAN3	hsa_circ_0029839	_PI3K_AKT_MTOR_SIGNALING	poly(A)_specific_ribonuclease_subunit_PAN3_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:28771321-28813833	NM_175854	PAN3	hsa_circ_0006416	_PI3K_AKT_MTOR_SIGNALING	poly(A)_specific_ribonuclease_subunit_PAN3_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:28771321-28835595	NM_175854	PAN3	hsa_circ_0029849	_PI3K_AKT_MTOR_SIGNALING	poly(A)_specific_ribonuclease_subunit_PAN3_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr13:28794367-28835595	NM_175854	PAN3	unknown	_PI3K_AKT_MTOR_SIGNALING	poly(A)_specific_ribonuclease_subunit_PAN3_	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr13:28840854-28845003	NM_175854	PAN3	unknown	_PI3K_AKT_MTOR_SIGNALING	poly(A)_specific_ribonuclease_subunit_PAN3_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr13:30801548-30805584	NM_001014380	KATNAL1	unknown	_PI3K_AKT_MTOR_SIGNALING	katanin_catalytic_subunit_A1_like_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:30857752-30857928	NM_001014380	KATNAL1	hsa_circ_0003297	_PI3K_AKT_MTOR_SIGNALING	katanin_catalytic_subunit_A1_like_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:31204971-31205611	NM_005800	USPL1	hsa_circ_0005874	_PI3K_AKT_MTOR_SIGNALING	ubiquitin_specific_peptidase_like_1_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr13:31789187-31803431	NM_194318	B3GLCT	hsa_circ_0002635	_PI3K_AKT_MTOR_SIGNALING	beta_3-glucosyltransferase_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr1:33251962-33256855	NM_003680	YARS	unknown	_PI3K_AKT_MTOR_SIGNALING	tyrosyl-tRNA_synthetase_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:33054726-33095586	NM_001278432	N4BP2L2	unknown	_PI3K_AKT_MTOR_SIGNALING	NEDD4_binding_protein_2_like_2_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:33306237-33327674	NM_015032	PDS5B	unknown	_G2M_CHECKPOINT	PDS5_cohesin_associated_factor_B_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:33728275-33728402	NM_152493	ZNF362	unknown	_G2M_CHECKPOINT	zinc_finger_protein_362_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:37586328-37593534	NM_001278482	SUPT20H	hsa_circ_0030009	_G2M_CHECKPOINT	SPT20_homolog,_SAGA_complex_component_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:37586328-37598330	NM_001278482	SUPT20H	unknown	_G2M_CHECKPOINT	SPT20_homolog,_SAGA_complex_component_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:37598171-37598579	NM_001278482	SUPT20H	unknown	_G2M_CHECKPOINT	SPT20_homolog,_SAGA_complex_component_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:38320073-38320592	NM_001135955	TRPC4	hsa_circ_0002265	_G2M_CHECKPOINT	transient_receptor_potential_cation_channel_subfamily_C_member_4_	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr13:41133645-41134997	NM_002015	FOXO1	hsa_circ_0030042	_PANCREAS_BETA_CELLS	forkhead_box_O1_	3	0	11	11	3	3	3	0	11	0	0	0	0	11	0	0
chr13:41133645-41219623	NM_002015	FOXO1	unknown	_PANCREAS_BETA_CELLS	forkhead_box_O1_	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr13:41340881-41341169	NM_005830	MRPS31	unknown	_UV_RESPONSE_DN	mitochondrial_ribosomal_protein_S31_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:41523941-41533152	NM_001145353	ELF1	unknown	_ESTROGEN_RESPONSE_EARLY	E74_like_ETS_transcription_factor_1_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr13:41556118-41556418	NM_001145353	ELF1	unknown	_ESTROGEN_RESPONSE_EARLY	E74_like_ETS_transcription_factor_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:41814396-41835051	NM_004294	MTRF1	hsa_circ_0030060	_OXIDATIVE_PHOSPHORYLATION	mitochondrial_translation_release_factor_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:41826780-41828756	NM_004294	MTRF1	unknown	_OXIDATIVE_PHOSPHORYLATION	mitochondrial_translation_release_factor_1_	0	0	7	7	0	0	0	0	7	0	0	0	0	7	0	0
chr13:42335263-42407667	NM_015058	VWA8	hsa_circ_0030101	_OXIDATIVE_PHOSPHORYLATION	von_Willebrand_factor_A_domain_containing_8_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr13:42439871-42461497	NM_015058	VWA8	hsa_circ_0030117	_OXIDATIVE_PHOSPHORYLATION	von_Willebrand_factor_A_domain_containing_8_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr13:42439871-42486304	NM_015058	VWA8	hsa_circ_0030118	_OXIDATIVE_PHOSPHORYLATION	von_Willebrand_factor_A_domain_containing_8_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:42701598-42703768	NM_001204504	DGKH	unknown	_COMPLEMENT	diacylglycerol_kinase_eta_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:42733401-42734272	NM_001204504	DGKH	hsa_circ_0030130	_COMPLEMENT	diacylglycerol_kinase_eta_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:42763171-42774045	NM_001204504	DGKH	unknown	_COMPLEMENT	diacylglycerol_kinase_eta_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr13:42769020-42774045	NM_001204504	DGKH	unknown	_COMPLEMENT	diacylglycerol_kinase_eta_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:42769020-42830637	NM_001204504	DGKH	unknown	_COMPLEMENT	diacylglycerol_kinase_eta_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:42788642-42793930	NM_001204504	DGKH	unknown	_COMPLEMENT	diacylglycerol_kinase_eta_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:43528083-43544806	NM_001002264	EPSTI1	hsa_circ_0000479	_INTERFERON_ALPHA_RESPONSE	epithelial_stromal_interaction_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:45112670-45114072	NM_001243799	TSC22D1	unknown	_TNFA_SIGNALING_VIA_NFKB	TSC22_domain_family_member_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:45976409-45980112	NM_001010875	SLC25A30	unknown	_TNFA_SIGNALING_VIA_NFKB	solute_carrier_family_25_member_30_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr13:45980017-45983209	NM_001010875	SLC25A30	hsa_circ_0030175	_TNFA_SIGNALING_VIA_NFKB	solute_carrier_family_25_member_30_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:45985496-45986073	NM_001010875	SLC25A30	unknown	_TNFA_SIGNALING_VIA_NFKB	solute_carrier_family_25_member_30_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:46090277-46099186	NM_031431	COG3	hsa_circ_0008937	_TNFA_SIGNALING_VIA_NFKB	component_of_oligomeric_golgi_complex_3_	0	0	7	7	0	0	0	0	7	0	0	0	0	7	0	0
chr13:46090277-46104915	NM_031431	COG3	hsa_circ_0006607	_TNFA_SIGNALING_VIA_NFKB	component_of_oligomeric_golgi_complex_3_	4	0	5	5	4	4	4	0	5	0	0	0	0	5	0	0
chr13:47285925-47308133	NM_001164211	LRCH1	hsa_circ_0030213	_TNFA_SIGNALING_VIA_NFKB	leucine_rich_repeats_and_calponin_homology_domain_containing_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:49076859-49077050	NM_001268	RCBTB2	unknown	_TNFA_SIGNALING_VIA_NFKB	RCC1_and_BTB_domain_containing_protein_2_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:49712882-49741439	NM_001079673	FNDC3A	unknown	_TNFA_SIGNALING_VIA_NFKB	fibronectin_type_III_domain_containing_3A_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:49761257-49762769	NM_001079673	FNDC3A	hsa_circ_0007463	_TNFA_SIGNALING_VIA_NFKB	fibronectin_type_III_domain_containing_3A_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:50280233-50299637	NM_002267	KPNA3	unknown	_TNFA_SIGNALING_VIA_NFKB	karyopherin_subunit_alpha_3_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:51456646-51478999	NR_046552	RNASEH2B-AS1	unknown	_TNFA_SIGNALING_VIA_NFKB	RNASEH2B_antisense_RNA_1_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr13:51487130-51517530	NM_024570	RNASEH2B	unknown	_TNFA_SIGNALING_VIA_NFKB	ribonuclease_H2_subunit_B_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:51501542-51504895	NM_024570	RNASEH2B	hsa_circ_0005980	_TNFA_SIGNALING_VIA_NFKB	ribonuclease_H2_subunit_B_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr13:51528040-51530577	NM_024570	RNASEH2B	unknown	_TNFA_SIGNALING_VIA_NFKB	ribonuclease_H2_subunit_B_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:51957464-51961676	NM_001039937	INTS6	unknown	_TNFA_SIGNALING_VIA_NFKB	integrator_complex_subunit_6_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:52718050-52719026	NM_152720	NEK3	unknown	_TNFA_SIGNALING_VIA_NFKB	NIMA_related_kinase_3_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:52997708-53003567	NM_001282169	VPS36	unknown	_TNFA_SIGNALING_VIA_NFKB	vacuolar_protein_sorting_36_homolog_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:53007796-53009017	NM_001282169	VPS36	unknown	_TNFA_SIGNALING_VIA_NFKB	vacuolar_protein_sorting_36_homolog_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:53008927-53016580	NM_001282169	VPS36	hsa_circ_0030349	_TNFA_SIGNALING_VIA_NFKB	vacuolar_protein_sorting_36_homolog_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:35470732-35474525	NM_007167	ZMYM6	unknown	_TNFA_SIGNALING_VIA_NFKB	zinc_finger_MYM-type_containing_6_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr1:35569895-35570370	NM_024772	ZMYM1	unknown	_TNFA_SIGNALING_VIA_NFKB	zinc_finger_MYM-type_containing_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:35846859-35847359	NM_005095	ZMYM4	hsa_circ_0002043	_TNFA_SIGNALING_VIA_NFKB	zinc_finger_MYM-type_containing_4_	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr1:35851042-35855699	NM_005095	ZMYM4	unknown	_TNFA_SIGNALING_VIA_NFKB	zinc_finger_MYM-type_containing_4_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:35854510-35854683	NM_005095	ZMYM4	hsa_circ_0011554	_TNFA_SIGNALING_VIA_NFKB	zinc_finger_MYM-type_containing_4_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:35854510-35855699	NM_005095	ZMYM4	hsa_circ_0011555	_TNFA_SIGNALING_VIA_NFKB	zinc_finger_MYM-type_containing_4_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr13:61018816-61041513	NM_001146071	TDRD3	hsa_circ_0030380	_TNFA_SIGNALING_VIA_NFKB	tudor_domain_containing_3_	2	0	3	3	2	2	2	0	3	0	0	0	0	3	0	0
chr1:36297027-36301594	NM_017629	AGO4	unknown	_TNFA_SIGNALING_VIA_NFKB	argonaute_4,_RISC_catalytic_component_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:36306765-36307351	NM_017629	AGO4	unknown	_TNFA_SIGNALING_VIA_NFKB	argonaute_4,_RISC_catalytic_component_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr1:36372535-36384024	NM_012199	AGO1	hsa_circ_0011627	_TNFA_SIGNALING_VIA_NFKB	argonaute_1,_RISC_catalytic_component_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:36469941-36475195	NM_024852	AGO3	hsa_circ_0011635	_TNFA_SIGNALING_VIA_NFKB	argonaute_3,_RISC_catalytic_component_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:36475075-36492899	NM_024852	AGO3	hsa_circ_0011644	_TNFA_SIGNALING_VIA_NFKB	argonaute_3,_RISC_catalytic_component_	0	0	8	8	0	0	0	0	8	0	0	0	0	8	0	0
chr1:36475075-36499934	NM_024852	AGO3	unknown	_TNFA_SIGNALING_VIA_NFKB	argonaute_3,_RISC_catalytic_component_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:36505390-36509149	NM_024852	AGO3	hsa_circ_0011654	_TNFA_SIGNALING_VIA_NFKB	argonaute_3,_RISC_catalytic_component_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:73347821-73352518	NM_001128226	DIS3	unknown	_TNFA_SIGNALING_VIA_NFKB	DIS3_homolog,_exosome_endoribonuclease_and_3'-5'_exoribonuclease_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:73491213-73505405	NM_006346	PIBF1	unknown	_TNFA_SIGNALING_VIA_NFKB	progesterone_immunomodulatory_binding_factor_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:74506371-74513332	NM_007249	KLF12	unknown	_TNFA_SIGNALING_VIA_NFKB	Kruppel_like_factor_12_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:75873465-75880607	NM_014832	TBC1D4	unknown	_TNFA_SIGNALING_VIA_NFKB	TBC1_domain_family_member_4_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:75900332-75936743	NM_014832	TBC1D4	hsa_circ_0030427	_TNFA_SIGNALING_VIA_NFKB	TBC1_domain_family_member_4_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:75911056-75915723	NM_014832	TBC1D4	unknown	_TNFA_SIGNALING_VIA_NFKB	TBC1_domain_family_member_4_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:75923305-75936743	NM_014832	TBC1D4	hsa_circ_0030430	_TNFA_SIGNALING_VIA_NFKB	TBC1_domain_family_member_4_	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr13:76287317-76335174	NM_005358	LMO7	hsa_circ_0008259	_TNFA_SIGNALING_VIA_NFKB	LIM_domain_7_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr13:77638749-77641999	NM_015057	MYCBP2	unknown	_TNFA_SIGNALING_VIA_NFKB	MYC_binding_protein_2,_E3_ubiquitin_protein_ligase_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:77692474-77714298	NM_015057	MYCBP2	unknown	_TNFA_SIGNALING_VIA_NFKB	MYC_binding_protein_2,_E3_ubiquitin_protein_ligase_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:77718579-77743849	NM_015057	MYCBP2	unknown	_TNFA_SIGNALING_VIA_NFKB	MYC_binding_protein_2,_E3_ubiquitin_protein_ligase_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:77791974-77807398	NM_015057	MYCBP2	hsa_circ_0030511	_TNFA_SIGNALING_VIA_NFKB	MYC_binding_protein_2,_E3_ubiquitin_protein_ligase_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:77798585-77818086	NM_015057	MYCBP2	unknown	_TNFA_SIGNALING_VIA_NFKB	MYC_binding_protein_2,_E3_ubiquitin_protein_ligase_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:78318417-78320990	NM_001242868	SLAIN1	unknown	_TNFA_SIGNALING_VIA_NFKB	SLAIN_motif_family_member_1_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr1:38300750-38301416	NM_005955	MTF1	hsa_circ_0011722	_TNFA_SIGNALING_VIA_NFKB	metal_regulatory_transcription_factor_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:38341277-38344164	NM_005540	INPP5B	unknown	_TNFA_SIGNALING_VIA_NFKB	inositol_polyphosphate-5-phosphatase_B_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:38341277-38351497	NM_005540	INPP5B	unknown	_TNFA_SIGNALING_VIA_NFKB	inositol_polyphosphate-5-phosphatase_B_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:38345756-38351497	NM_005540	INPP5B	hsa_circ_0011732	_TNFA_SIGNALING_VIA_NFKB	inositol_polyphosphate-5-phosphatase_B_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:95695935-95705438	NM_005845	ABCC4	hsa_circ_0030572	_ANDROGEN_RESPONSE	ATP_binding_cassette_subfamily_C_member_4_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:95813442-95822882	NM_005845	ABCC4	hsa_circ_0006659	_ANDROGEN_RESPONSE	ATP_binding_cassette_subfamily_C_member_4_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:95813442-95830345	NM_005845	ABCC4	hsa_circ_0030585	_ANDROGEN_RESPONSE	ATP_binding_cassette_subfamily_C_member_4_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:95829960-95830345	NM_005845	ABCC4	hsa_circ_0030595	_ANDROGEN_RESPONSE	ATP_binding_cassette_subfamily_C_member_4_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:39806173-39806625	NM_012090	MACF1	unknown	_ANDROGEN_RESPONSE	microtubule-actin_crosslinking_factor_1_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr1:39816456-39824936	NM_012090	MACF1	hsa_circ_0011821	_ANDROGEN_RESPONSE	microtubule-actin_crosslinking_factor_1_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr1:39826464-39833986	NM_012090	MACF1	unknown	_ANDROGEN_RESPONSE	microtubule-actin_crosslinking_factor_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:98654720-98655291	NM_002271	IPO5	hsa_circ_0030676	_ANDROGEN_RESPONSE	importin_5_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr13:98865473-98865667	NM_001001715	FARP1	hsa_circ_0002557	_MITOTIC_SPINDLE	FERM,_ARH/RhoGEF_and_pleckstrin_domain_protein_1_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr13:99127074-99136471	NM_003576	STK24	unknown	_MITOTIC_SPINDLE	serine/threonine_kinase_24_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:99127074-99171727	NM_003576	STK24	hsa_circ_0005148	_MITOTIC_SPINDLE	serine/threonine_kinase_24_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr13:99157168-99171727	NM_003576	STK24	hsa_circ_0003170	_MITOTIC_SPINDLE	serine/threonine_kinase_24_	0	0	6	6	0	0	0	0	6	0	0	0	0	6	0	0
chr1:39916723-39926466	NM_012090	MACF1	unknown	_MITOTIC_SPINDLE	microtubule-actin_crosslinking_factor_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr13:99549741-99556960	NM_001130048	DOCK9	hsa_circ_0030716	_COMPLEMENT	dedicator_of_cytokinesis_9_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:39994726-40007513	NM_181809	BMP8A	unknown	_COMPLEMENT	bone_morphogenetic_protein_8a_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:40319641-40328607	NM_017646	TRIT1	unknown	_COMPLEMENT	tRNA_isopentenyltransferase_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:40544231-40557071	NM_000310	PPT1	unknown	_APOPTOSIS	palmitoyl-protein_thioesterase_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:40656443-40668286	NM_012421	RLF	hsa_circ_0007302	_APOPTOSIS	rearranged_L-myc_fusion_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr1:40980186-40981590	NM_022774	EXO5	unknown	_APOPTOSIS	exonuclease_5_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:100728640-100728803	NM_003403	YY1	unknown	_APOPTOSIS	YY1_transcription_factor_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:102452023-102453969	NM_001376	DYNC1H1	unknown	_MITOTIC_SPINDLE	dynein_cytoplasmic_1_heavy_chain_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:102461322-102461637	NM_001376	DYNC1H1	unknown	_MITOTIC_SPINDLE	dynein_cytoplasmic_1_heavy_chain_1_	0	0	5	5	0	0	0	0	5	0	0	0	0	5	0	0
chr14:102469128-102471020	NM_001376	DYNC1H1	unknown	_MITOTIC_SPINDLE	dynein_cytoplasmic_1_heavy_chain_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:102842986-102881130	NM_001172631	TECPR2	hsa_circ_0033407	_MITOTIC_SPINDLE	tectonin_beta-propeller_repeat_containing_2_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:103167614-103192898	NM_015156	RCOR1	unknown	_MITOTIC_SPINDLE	REST_corepressor_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:103173687-103177350	NM_015156	RCOR1	unknown	_MITOTIC_SPINDLE	REST_corepressor_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:103296670-103363738	NM_001199427	TRAF3	hsa_circ_0033421	_MITOTIC_SPINDLE	TNF_receptor_associated_factor_3_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:103470264-103478525	NM_006035	CDC42BPB	hsa_circ_0000571	_MITOTIC_SPINDLE	CDC42_binding_protein_kinase_beta_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr14:103871412-103871604	NM_001128918	MARK3	hsa_circ_0008995	_HEME_METABOLISM	microtubule_affinity_regulating_kinase_3_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:103871412-103894777	NM_001128918	MARK3	hsa_circ_0033472	_HEME_METABOLISM	microtubule_affinity_regulating_kinase_3_	2	0	3	3	2	2	2	0	3	0	0	0	0	3	0	0
chr14:103918254-103923549	NM_001128918	MARK3	hsa_circ_0033475	_HEME_METABOLISM	microtubule_affinity_regulating_kinase_3_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr14:103918254-103928798	NM_001128918	MARK3	hsa_circ_0033476	_HEME_METABOLISM	microtubule_affinity_regulating_kinase_3_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:104053610-104056766	NM_032374	APOPT1	hsa_circ_0004965	_HEME_METABOLISM	apoptogenic_1,_mitochondrial_	0	0	4	4	0	0	0	0	4	0	0	0	0	4	0	0
chr14:104128452-104143860	NM_005552	KLC1	hsa_circ_0033501	_MITOTIC_SPINDLE	kinesin_light_chain_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:104219336-104224088	NM_015316	PPP1R13B	unknown	_MITOTIC_SPINDLE	protein_phosphatase_1_regulatory_subunit_13B_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr14:104245081-104263855	NM_015316	PPP1R13B	hsa_circ_0005791	_MITOTIC_SPINDLE	protein_phosphatase_1_regulatory_subunit_13B_	2	0	11	11	2	2	2	0	11	0	0	0	0	11	0	0
chr14:105692405-105693097	NM_145685	BRF1	hsa_circ_0006153	_MITOTIC_SPINDLE	BRF1,_RNA_polymerase_III_transcription_initiation_factor_subunit_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:105818714-105821514	NM_001243127	PACS2	hsa_circ_0033598	_MITOTIC_SPINDLE	phosphofurin_acidic_cluster_sorting_protein_2_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
chr14:105905008-105911848	NM_001203258	MTA1	hsa_circ_0033609	_UV_RESPONSE_DN	metastasis_associated_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:41454265-41463198	NM_001905	CTPS1	unknown	_UV_RESPONSE_DN	CTP_synthase_1_	0	0	2	2	0	0	0	0	2	0	0	0	0	2	0	0
chr1:41466700-41467926	NM_001905	CTPS1	hsa_circ_0011933	_UV_RESPONSE_DN	CTP_synthase_1_	0	0	3	3	0	0	0	0	3	0	0	0	0	3	0	0
